ts,ad_channel,device,region,campaign,spend_l7,pages_per_session,sessions_l30,time_on_site_s,pricing_views_l7,past_purchases,discount_flag,competitor_visits,converted
5/6/23 20:00,social,desktop,EU,retargeting,670.1560303469577,3.3243586473083058,3,298.6298565081524,1,1,0,0,1
5/6/23 21:00,email,mobile,APAC,nonbrand,447.28080551528535,3.2845359782224106,4,176.29798776226914,1,1,1,0,1
5/6/23 22:00,social,desktop,APAC,brand,448.9665544794583,3.206398335317851,4,278.81895693736624,1,1,0,0,1
5/6/23 23:00,display,desktop,EU,nonbrand,319.02697892263393,3.5642807603366657,2,207.34836472691327,1,1,0,0,1
5/7/23 0:00,search,mobile,NA,nonbrand,656.7265523480664,2.8996308421192367,4,174.17327227654246,2,1,0,0,1
5/7/23 1:00,search,tablet,EU,brand,940.1378584046669,3.820949364325025,3,216.5063535267594,0,1,0,0,1
5/7/23 2:00,search,desktop,NA,retargeting,1022.538810358755,5.401425600560508,6,486.2229819718601,0,0,0,0,0
5/7/23 3:00,email,mobile,NA,seasonal,338.9055656174037,3.7331216647634164,5,254.20718135631273,1,0,0,0,1
5/7/23 4:00,display,tablet,NA,nonbrand,328.43202679791796,4.494696627887904,5,299.9649229023251,0,0,0,0,0
5/7/23 5:00,social,desktop,EU,nonbrand,589.6958499301242,4.280594964835675,7,260.38072125867274,2,2,0,0,0
5/7/23 6:00,email,desktop,NA,retargeting,231.49428576517585,3.367958960469701,5,301.8558469279873,5,0,1,0,1
5/7/23 7:00,search,desktop,NA,brand,664.4132000957965,3.3502207306542218,7,210.20613093354567,1,0,0,1,0
5/7/23 8:00,search,desktop,EU,nonbrand,752.5508128135472,4.449295406116821,7,322.83158958458284,2,1,0,0,0
5/7/23 9:00,search,desktop,LATAM,brand,532.7873029899188,4.5538175734251904,4,384.2930212533572,1,1,0,0,0
5/7/23 10:00,direct,desktop,NA,nonbrand,56.992968643225055,5.382889004326439,2,370.0959129761393,0,2,0,0,1
5/7/23 11:00,display,desktop,NA,nonbrand,426.50742978424046,3.2449527698079743,5,198.04474599206503,3,1,0,0,1
5/7/23 12:00,display,mobile,LATAM,brand,286.2556181552651,4.182785521563545,7,232.7701001687496,2,1,1,0,0
5/7/23 13:00,search,desktop,NA,nonbrand,888.1425053160674,3.9546651999251576,3,352.80859455737163,2,1,0,0,1
5/7/23 14:00,search,desktop,EU,brand,1126.1016045529782,3.8378129501684346,4,251.69001712529123,1,1,0,0,0
5/7/23 15:00,display,mobile,APAC,nonbrand,333.26291000140037,4.772301310361756,3,257.84187010803106,1,0,0,0,1
5/7/23 16:00,social,mobile,APAC,nonbrand,274.4959843306708,2.4404278440078615,4,182.04350547440606,2,0,1,0,0
5/7/23 17:00,direct,mobile,EU,brand,202.74581850768504,2.680805703666101,6,162.74016559177966,0,1,0,0,0
5/7/23 18:00,email,desktop,NA,retargeting,499.2366343013258,4.199820507081554,11,249.79332177185705,6,0,0,0,1
5/7/23 19:00,social,desktop,EU,nonbrand,452.95816303247165,2.790184225,3,206.27084149506743,1,3,0,0,1
5/7/23 20:00,email,mobile,APAC,nonbrand,209.17783856801617,3.3516692408231226,9,199.36358819469376,4,0,1,0,1
5/7/23 21:00,direct,mobile,NA,brand,303.7956132976042,4.744115878405795,5,330.30400014167674,1,1,0,0,1
5/7/23 22:00,social,mobile,APAC,nonbrand,573.5091310085511,3.719033624142324,1,282.1264792,1,0,0,0,1
5/7/23 23:00,display,desktop,EU,nonbrand,168.80983743530743,4.4311904129655275,4,270.3969928175435,0,3,0,0,1
5/8/23 0:00,affiliate,desktop,APAC,brand,593.0258213,3.7244035169403773,3,259.1767264,3,1,0,0,1
5/8/23 1:00,search,desktop,NA,brand,780.1881405158642,4.759663249005859,3,375.0271345279022,1,2,1,0,1
5/8/23 2:00,affiliate,tablet,NA,brand,419.30391703404354,2.933035608691023,4,156.31768785945954,3,0,0,0,1
5/8/23 3:00,search,mobile,APAC,seasonal,1009.9915600944651,3.8554616047899324,5,200.35949885801645,1,1,0,0,1
5/8/23 4:00,display,desktop,NA,brand,503.3732429685755,4.080774216665582,4,290.4367570206668,2,0,0,0,1
5/8/23 5:00,email,desktop,NA,nonbrand,182.25273113818477,3.842298759167908,5,314.14082945828835,0,1,0,0,1
5/8/23 6:00,display,desktop,LATAM,retargeting,660.8257371468305,5.030479043099009,9,370.26735741570343,4,0,0,0,0
5/8/23 7:00,social,mobile,NA,brand,576.1797933,2.993031397885451,4,113.23229773039729,1,1,1,0,1
5/8/23 8:00,display,desktop,EU,brand,492.2632623401726,5.458706371957268,5,409.00585860833513,0,0,0,1,0
5/8/23 9:00,search,desktop,EU,brand,695.4871422375447,3.3367928228501373,5,237.13656512772985,2,0,0,1,0
5/8/23 10:00,search,desktop,EU,nonbrand,888.5353940180364,4.157000227408154,2,294.2925551630084,0,1,0,0,1
5/8/23 11:00,search,mobile,EU,brand,984.0298515508903,4.048400462344051,3,258.8822764559673,1,1,0,0,1
5/8/23 12:00,display,desktop,NA,nonbrand,194.45030148392334,3.0754246278206976,2,271.9701644305419,2,1,0,0,0
5/8/23 13:00,social,desktop,APAC,nonbrand,478.51355888348695,4.056048652834049,5,315.20417060330306,3,1,0,0,1
5/8/23 14:00,search,desktop,EU,retargeting,704.4496143963926,4.6794448553239665,3,339.1758863833956,0,1,0,0,1
5/8/23 15:00,affiliate,mobile,APAC,brand,394.2135651160246,3.0923136019876347,2,130.0413237097472,0,0,0,1,0
5/8/23 16:00,social,desktop,EU,retargeting,483.7611891462601,4.399624569201641,9,298.6852704728494,1,1,0,0,1
5/8/23 17:00,social,mobile,EU,brand,396.42259549472703,3.272801250296044,5,238.95750919430367,4,1,0,0,1
5/8/23 18:00,social,mobile,NA,nonbrand,580.7191409907856,5.715165413754771,3,338.06310440432196,2,1,0,0,1
5/8/23 19:00,search,desktop,EU,nonbrand,650.7824163,4.814541514,4,379.82524477534247,3,0,1,0,0
5/8/23 20:00,display,mobile,EU,brand,518.8751954972219,2.5598799291182335,2,230.23464629933517,0,1,0,0,1
5/8/23 21:00,social,desktop,EU,brand,462.00866448943594,3.4260841679353793,4,324.00469723309436,2,0,0,0,0
5/8/23 22:00,search,mobile,NA,brand,820.9284932535454,4.1268330185601485,4,245.49719681603005,0,0,0,0,0
5/8/23 23:00,direct,desktop,LATAM,retargeting,183.8821733590126,5.261297265336939,6,353.2615290995613,1,0,0,0,0
5/9/23 0:00,email,desktop,NA,nonbrand,89.91789369456251,2.882520609633451,5,204.27838238111224,2,1,0,0,0
5/9/23 1:00,display,desktop,NA,brand,437.5239095572113,4.341967841991951,1,313.4795457558094,0,0,0,0,1
5/9/23 2:00,affiliate,mobile,APAC,brand,513.0621812586058,1.1051569145881204,3,72.25080038247006,0,1,0,0,1
5/9/23 3:00,affiliate,desktop,NA,seasonal,179.16955429398527,3.4208292366279474,4,221.96653259332408,2,0,0,0,1
5/9/23 4:00,social,mobile,EU,brand,522.1047016675873,3.802603958352239,5,253.5138977431303,0,1,0,0,0
5/9/23 5:00,display,mobile,EU,nonbrand,294.01122643629526,4.117052554366591,1,244.88992520435195,2,1,0,1,0
5/9/23 6:00,display,mobile,NA,brand,500.81795746149163,2.8653421910533914,2,216.42451795479303,0,1,0,0,0
5/9/23 7:00,search,desktop,EU,brand,819.7589333521449,3.5897209273194144,5,219.88026158046551,0,0,0,0,0
5/9/23 8:00,search,desktop,EU,nonbrand,834.0749653459245,3.956775974019642,5,332.7539876692821,1,0,0,0,1
5/9/23 9:00,search,desktop,APAC,seasonal,890.0138653657602,4.298089793,6,279.82597530948846,2,1,0,1,1
5/9/23 10:00,display,mobile,NA,nonbrand,538.2838395460074,2.5034766345088424,4,199.4962876510157,3,0,0,0,1
5/9/23 11:00,email,desktop,NA,nonbrand,392.394591,4.7170418416217235,4,386.8390036,3,0,1,0,1
5/9/23 12:00,email,desktop,APAC,nonbrand,190.65542350258585,5.3772861201399555,5,435.9120426121061,2,1,0,1,1
5/9/23 13:00,search,mobile,APAC,brand,777.9626613634462,4.441205934615715,3,320.59099029974163,1,1,1,0,1
5/9/23 14:00,search,desktop,EU,nonbrand,816.4667868778621,5.755664533003905,3,394.74213255931835,0,0,0,0,1
5/9/23 15:00,social,mobile,LATAM,brand,437.5459441197352,2.975593697678657,6,210.91037622346437,0,1,0,0,0
5/9/23 16:00,display,mobile,LATAM,nonbrand,559.2923411727338,4.252538205931208,4,202.65581711603738,1,0,0,0,1
5/9/23 17:00,affiliate,desktop,NA,brand,386.9252217312966,4.378959811241924,5,366.1696107039178,1,0,0,0,1
5/9/23 18:00,affiliate,desktop,NA,nonbrand,481.0038722806312,6.361938744234008,3,447.1379887953847,1,4,0,0,1
5/9/23 19:00,affiliate,desktop,NA,retargeting,285.1279288811732,5.012246523628683,3,356.5148960482493,2,1,0,0,1
5/9/23 20:00,email,mobile,LATAM,brand,352.72950548937814,3.619625834541948,3,192.99544385303386,4,0,0,0,1
5/9/23 21:00,direct,mobile,NA,nonbrand,317.4803785013702,4.860031695,4,275.31195051217264,2,0,0,0,1
5/9/23 22:00,social,desktop,EU,brand,374.6184526699534,4.409940798413872,6,331.6907039918253,3,0,0,1,1
5/9/23 23:00,search,desktop,NA,brand,944.5677320772218,3.846260879222317,6,297.68921734714104,2,0,0,0,1
5/10/23 0:00,search,desktop,NA,retargeting,861.6506292920436,6.039313208666837,3,384.3075482258957,0,1,1,0,0
5/10/23 1:00,social,desktop,EU,retargeting,536.2948203283931,4.336452959160444,5,343.45732312971376,0,1,0,0,1
5/10/23 2:00,search,desktop,APAC,nonbrand,669.1574165069196,3.3773775221216096,8,265.9947124106376,2,2,0,0,0
5/10/23 3:00,search,mobile,APAC,brand,881.4105948310716,4.277088871532483,4,331.99127236009883,1,0,0,0,1
5/10/23 4:00,direct,desktop,EU,retargeting,240.17592055105456,4.468047480691595,11,350.4932595352709,1,0,0,0,1
5/10/23 5:00,search,desktop,EU,retargeting,726.5143776653388,5.198526544148489,9,357.2358457,1,0,0,0,1
5/10/23 6:00,direct,desktop,APAC,retargeting,190.0994726464569,3.021002891890657,9,146.4524929647767,0,0,0,0,1
5/10/23 7:00,email,tablet,NA,seasonal,151.9274939780494,3.9237775334141625,3,225.84340706431362,3,1,0,0,0
5/10/23 8:00,display,desktop,APAC,brand,444.99394146394815,3.161866274644928,3,300.3392729267412,3,0,1,0,1
5/10/23 9:00,display,mobile,NA,brand,288.68051505089346,2.415427310093224,1,117.06826409676708,0,0,0,1,0
5/10/23 10:00,social,mobile,NA,brand,837.2677207256284,2.4988678885733826,3,165.7620938928532,0,0,0,0,0
5/10/23 11:00,display,mobile,NA,nonbrand,508.5076307644282,6.181577315879146,6,423.35572677011754,1,0,0,0,1
5/10/23 12:00,search,desktop,EU,brand,806.0202940811855,4.766076121,7,362.51235949873535,1,0,0,1,1
5/10/23 13:00,direct,mobile,APAC,nonbrand,73.11300479,1.745502699636846,6,55.02358247871943,1,0,0,0,1
5/10/23 14:00,search,desktop,NA,retargeting,840.4543643103428,6.314040378389384,4,439.8176088625588,3,0,1,0,0
5/10/23 15:00,search,desktop,EU,brand,872.9936017327676,4.3659338055537384,5,279.1352026800757,3,0,0,0,1
5/10/23 16:00,display,mobile,APAC,brand,557.9373616241205,4.414078375147162,4,257.9308606431674,1,0,0,0,0
5/10/23 17:00,display,mobile,NA,nonbrand,338.14288464349517,4.361524369048146,6,229.24433114025442,3,1,0,0,0
5/10/23 18:00,social,desktop,NA,brand,343.84020799605844,4.490495630838979,2,276.92014554884247,0,1,0,0,1
5/10/23 19:00,display,mobile,EU,brand,485.8021213102669,2.1275016244583584,2,197.44358178927672,1,0,0,0,1
5/10/23 20:00,search,mobile,NA,nonbrand,1068.827627825774,3.6731626370868997,3,156.25410415712864,0,0,0,0,0
5/10/23 21:00,display,tablet,EU,nonbrand,446.7685174701914,2.691506485445962,3,153.14962509414565,1,0,0,0,0
5/10/23 22:00,search,mobile,APAC,nonbrand,560.9555512210834,2.986409779416988,8,168.5938091202572,2,1,0,0,1
5/10/23 23:00,search,desktop,APAC,seasonal,853.0618432316352,6.356430248193796,4,518.4437211221287,1,0,0,1,0
5/11/23 0:00,search,desktop,EU,retargeting,993.2935136438468,4.696216306582081,8,361.2254168855093,0,2,0,0,0
5/11/23 1:00,social,desktop,NA,nonbrand,531.2784174349134,4.508117506549127,2,314.6845660911282,1,0,1,0,1
5/11/23 2:00,social,desktop,EU,nonbrand,293.0752088942345,4.325182204919447,7,316.5785980746758,1,0,0,0,0
5/11/23 3:00,social,mobile,NA,nonbrand,507.2206731161326,5.045457874,3,321.3033331249308,0,2,0,1,1
5/11/23 4:00,search,mobile,NA,nonbrand,669.4246107494711,4.527412700254585,4,294.83530365343944,0,0,0,1,1
5/11/23 5:00,search,desktop,APAC,brand,715.6091665864161,3.467547647106835,5,274.7953619569297,0,0,0,0,1
5/11/23 6:00,display,mobile,NA,nonbrand,319.6232860832589,4.264196440262315,3,182.2603847066595,0,1,0,0,1
5/11/23 7:00,search,desktop,NA,brand,849.7865251581669,3.6128638839686618,5,214.03580885103406,0,0,0,0,0
5/11/23 8:00,display,mobile,EU,seasonal,309.6717893924557,2.970644253127645,3,215.76076081466869,2,0,0,0,1
5/11/23 9:00,direct,desktop,EU,retargeting,207.66460159251616,4.989975881619871,4,285.2832613303911,1,1,0,1,1
5/11/23 10:00,social,mobile,NA,nonbrand,436.7587266133181,3.5282222245758126,3,137.9391808872473,0,1,0,0,1
5/11/23 11:00,affiliate,mobile,NA,retargeting,551.5571848425774,2.6595852523117536,6,182.8734871085952,0,1,0,0,1
5/11/23 12:00,search,desktop,NA,nonbrand,929.7737305665045,2.501142767417201,6,289.98748477640765,3,0,0,0,1
5/11/23 13:00,search,desktop,APAC,retargeting,902.4205369916045,6.294731233053435,5,447.6837021590086,1,0,0,0,1
5/11/23 14:00,display,mobile,NA,seasonal,20,3.37294618,3,188.89274565061876,2,1,0,1,0
5/11/23 15:00,email,desktop,LATAM,retargeting,164.78018307773263,4.657040158462217,6,377.6795207206122,1,0,0,0,1
5/11/23 16:00,email,desktop,NA,brand,417.42875943909155,4.3058364445254975,3,361.5184514956205,0,0,0,0,0
5/11/23 17:00,search,mobile,NA,retargeting,686.6348083954422,6.273309963530783,5,338.86089410604154,0,1,0,0,0
5/11/23 18:00,email,mobile,EU,brand,191.63923093034964,2.4949116082223193,2,130.22852518415868,1,1,0,0,1
5/11/23 19:00,social,mobile,EU,brand,647.2008876151676,2.585852641464965,3,187.11004082274894,0,0,0,0,0
5/11/23 20:00,search,tablet,NA,retargeting,810.7725213795644,3.9253631220945646,3,304.5857576148304,0,0,1,0,0
5/11/23 21:00,search,desktop,APAC,brand,946.1849309238792,4.177024033360305,7,291.5802454203359,0,0,0,0,0
5/11/23 22:00,direct,mobile,APAC,brand,366.51480274540194,4.647775452719768,1,255.8872390406169,4,0,0,0,0
5/11/23 23:00,search,desktop,EU,brand,604.3010333232928,3.185728452954745,2,209.41035062126778,1,0,1,0,1
5/12/23 0:00,email,mobile,EU,seasonal,397.0130980082481,3.9230396366701448,8,198.6384936882022,5,1,1,0,1
5/12/23 1:00,display,mobile,NA,nonbrand,324.9224174144267,3.1251165916730286,8,184.82524234100714,2,0,0,0,0
5/12/23 2:00,display,mobile,EU,retargeting,571.1723430950078,3.5186570120690757,3,299.5549879632719,1,0,0,0,1
5/12/23 3:00,display,mobile,NA,brand,475.48591721905024,1.3767421814468939,1,77.17668168785869,1,0,0,0,0
5/12/23 4:00,email,mobile,NA,nonbrand,381.6315381,2.5265340447452913,5,132.81491295270732,2,3,0,0,0
5/12/23 5:00,search,tablet,LATAM,nonbrand,807.2870360125534,4.005210264585745,5,178.71353523924031,0,0,0,0,1
5/12/23 6:00,search,desktop,APAC,retargeting,821.8883019024804,4.752331279866054,3,287.81571909343955,0,0,0,0,0
5/12/23 7:00,display,desktop,EU,nonbrand,513.2674094389316,1.9548645760030063,0,205.3014619205628,0,0,0,0,0
5/12/23 8:00,social,mobile,NA,nonbrand,459.74045766551455,2.0419453490420936,4,53.66050990708467,1,0,0,0,0
5/12/23 9:00,search,tablet,NA,nonbrand,971.1509468007345,3.968708906064527,3,208.57378838177058,3,3,0,0,1
5/12/23 10:00,search,mobile,APAC,seasonal,759.7811005897602,2.413206321907618,8,119.22347064991408,2,0,0,0,0
5/12/23 11:00,social,desktop,LATAM,brand,470.6511215377414,5.008691989971115,6,312.31318426461655,1,0,0,0,1
5/12/23 12:00,search,desktop,NA,nonbrand,897.2607803273872,6.075545974926338,7,375.33907430146564,1,0,1,0,1
5/12/23 13:00,search,mobile,LATAM,nonbrand,631.6510183,2.094022477538018,6,87.48540408,1,1,0,0,0
5/12/23 14:00,affiliate,mobile,EU,seasonal,415.2845138272521,2.184911418568885,5,172.22388187424028,2,0,0,1,1
5/12/23 15:00,search,desktop,NA,nonbrand,943.0621896639548,4.0739991384677605,3,287.24834658358844,3,1,0,0,0
5/12/23 16:00,direct,desktop,NA,brand,395.65847542695946,4.370590265,5,242.6852051597105,3,2,0,0,1
5/12/23 17:00,direct,desktop,APAC,retargeting,219.5487720344197,6.146093957486279,5,484.1037530274081,3,0,0,0,1
5/12/23 18:00,search,desktop,EU,brand,918.6682039322869,3.642440223620649,6,298.5638226906686,0,1,0,0,0
5/12/23 19:00,display,mobile,NA,retargeting,193.88947016162675,2.942047040135006,2,132.60344464291262,3,0,0,0,0
5/12/23 20:00,display,desktop,EU,retargeting,525.0843660227049,4.325229099183184,7,325.2451954653475,1,2,0,0,1
5/12/23 21:00,display,desktop,APAC,retargeting,290.5016369839196,4.712916720921459,5,349.0082761218039,3,0,0,0,0
5/12/23 22:00,search,desktop,LATAM,brand,754.2950366898557,5.564580027032546,3,415.9229498556268,1,0,0,1,0
5/12/23 23:00,search,mobile,NA,brand,886.0431806856335,5.449917055235304,3,359.82531246080845,1,3,1,0,1
5/13/23 0:00,search,mobile,APAC,seasonal,827.1760009273016,4.355649633932949,4,278.61199621165207,0,2,0,1,0
5/13/23 1:00,display,mobile,EU,brand,275.96268027924555,3.586255069300861,3,255.45216841384283,0,1,0,1,1
5/13/23 2:00,direct,mobile,APAC,brand,136.66980972364874,4.836964025869832,1,316.3538837303908,0,0,0,0,1
5/13/23 3:00,display,desktop,LATAM,brand,454.11579211570734,4.183444545444093,3,277.0964237679598,1,1,0,0,0
5/13/23 4:00,display,tablet,NA,nonbrand,399.4935634964605,1.5067818146998966,0,59.77891129167321,0,2,0,0,0
5/13/23 5:00,direct,desktop,NA,seasonal,213.03880525895093,5.186145361525123,3,353.4038614,0,2,0,0,0
5/13/23 6:00,display,desktop,NA,retargeting,486.8123263,4.9970768567145045,1,397.84297719660873,0,1,0,0,1
5/13/23 7:00,search,desktop,EU,nonbrand,656.2249501971545,2.0391219783269183,5,98.09802966,2,0,0,0,1
5/13/23 8:00,affiliate,tablet,APAC,nonbrand,272.9351825349645,3.4536089,7,251.8852619509077,4,0,0,0,0
5/13/23 9:00,social,desktop,APAC,retargeting,440.2600816698698,6.207121033084526,5,498.2329839780607,1,0,0,0,1
5/13/23 10:00,search,desktop,APAC,brand,812.1038012964787,5.671740798967201,5,430.7282880660087,0,2,0,0,1
5/13/23 11:00,social,desktop,EU,nonbrand,483.0154340303489,2.7814589561083385,1,232.55974810136505,0,0,0,0,0
5/13/23 12:00,direct,tablet,NA,nonbrand,75.24732342,3.512753012903153,4,200.61283393847737,0,1,0,0,0
5/13/23 13:00,search,desktop,APAC,retargeting,857.2729473016042,4.642940113811736,8,295.67497469086595,2,1,0,0,1
5/13/23 14:00,social,desktop,NA,retargeting,589.7463749,5.252285821171102,10,401.8381460394732,1,1,1,0,0
5/13/23 15:00,search,desktop,EU,retargeting,946.4204991484778,4.503149115435868,8,277.8820122778801,1,1,0,1,1
5/13/23 16:00,search,desktop,APAC,seasonal,897.7239585354212,4.795106451175672,3,378.9081800876429,2,2,0,0,1
5/13/23 17:00,search,mobile,EU,nonbrand,855.0144508117116,3.737812720140367,5,216.84708797352877,1,0,0,1,1
5/13/23 18:00,display,desktop,EU,nonbrand,372.29127926388117,3.598673555580402,5,288.55607743094913,1,0,0,0,0
5/13/23 19:00,affiliate,desktop,APAC,nonbrand,448.55727725388033,5.163650452371588,4,312.52681845718934,1,2,0,0,1
5/13/23 20:00,search,mobile,NA,brand,861.6740889808509,5.259238002921993,7,307.9212195573635,2,0,0,0,1
5/13/23 21:00,search,mobile,NA,nonbrand,719.6456401156164,4.874154224748701,7,257.64619315702714,1,0,0,0,1
5/13/23 22:00,search,tablet,APAC,seasonal,1080.4853269686616,3.2697511183320698,0,115.08348557240737,0,1,0,0,1
5/13/23 23:00,search,desktop,EU,nonbrand,636.0751046761213,3.398150463398515,7,294.3889546711933,1,0,0,0,1
5/14/23 0:00,display,desktop,EU,retargeting,511.11618051451615,5.037237370215636,0,357.7342920912854,2,0,0,0,0
5/14/23 1:00,display,mobile,LATAM,nonbrand,321.48612655690727,3.7200959491110472,5,236.0187086,4,1,0,0,1
5/14/23 2:00,display,desktop,LATAM,nonbrand,535.831354,3.4888421980649076,6,243.74709854532125,0,0,0,1,0
5/14/23 3:00,social,desktop,NA,seasonal,337.6111372,5.379512326887137,4,396.7384728463961,0,1,0,0,0
5/14/23 4:00,display,mobile,EU,retargeting,154.6315708918711,4.234960043795703,3,261.10563915415116,0,0,0,0,0
5/14/23 5:00,search,desktop,NA,brand,578.8143070213746,3.4032492579512175,6,268.36287611022635,1,1,0,0,1
5/14/23 6:00,search,mobile,APAC,retargeting,988.2582947388399,3.458183524019897,7,186.56104142317884,0,0,0,0,1
5/14/23 7:00,direct,tablet,NA,brand,365.8509483,3.7902415659092252,5,240.47453264265414,1,1,0,0,0
5/14/23 8:00,email,mobile,NA,nonbrand,190.85083531594927,4.480269481793795,6,315.77179582054936,1,0,0,0,1
5/14/23 9:00,direct,mobile,APAC,seasonal,20,2.902545126436495,1,214.99517106614687,1,0,0,0,0
5/14/23 10:00,affiliate,mobile,LATAM,nonbrand,490.57499617303654,4.8818450604051495,4,277.6355459573913,1,0,0,1,0
5/14/23 11:00,display,mobile,NA,nonbrand,405.9428817410652,5.564715384586427,3,267.712451,0,0,0,0,0
5/14/23 12:00,direct,mobile,NA,nonbrand,321.1715420134841,3.147084205884514,4,165.3388789926206,2,1,1,0,0
5/14/23 13:00,social,desktop,APAC,nonbrand,714.9168226107045,4.812563939922831,4,296.0537936241975,0,0,0,0,1
5/14/23 14:00,search,desktop,APAC,retargeting,741.1949848148272,4.580942897030339,3,274.82511846786605,1,0,0,0,1
5/14/23 15:00,search,mobile,EU,nonbrand,946.2202635220217,4.908393323138914,3,321.63600596101617,1,1,0,0,1
5/14/23 16:00,search,desktop,EU,nonbrand,749.0611620343315,5.156901160973248,2,297.26294986113567,1,2,0,0,1
5/14/23 17:00,search,desktop,EU,nonbrand,756.3929184468567,3.2286321074686475,1,162.30399606432903,1,1,0,1,0
5/14/23 18:00,social,desktop,APAC,brand,595.9159995282813,3.0750568938440104,2,215.3747976688626,0,0,0,0,0
5/14/23 19:00,display,desktop,EU,retargeting,452.19108197658574,4.379464714164405,6,323.0022056643058,3,0,0,0,1
5/14/23 20:00,email,mobile,NA,nonbrand,232.70320703899142,3.899199400893263,4,186.58033485532533,5,0,1,0,1
5/14/23 21:00,display,tablet,EU,nonbrand,409.7424588117486,4.225415335602757,4,227.47455371705294,1,1,0,0,0
5/14/23 22:00,search,desktop,NA,retargeting,738.2219049307477,5.2687298201538715,12,377.3787773,4,1,0,0,1
5/14/23 23:00,email,desktop,NA,nonbrand,366.9674749084943,4.288865141207516,5,293.45327945851835,2,0,0,0,1
5/15/23 0:00,social,mobile,EU,brand,499.59125379029183,4.034644028145268,3,244.03351636325957,1,1,1,0,0
5/15/23 1:00,search,desktop,NA,nonbrand,800.3592824,4.285833211350591,2,336.2835580319628,0,0,0,0,1
5/15/23 2:00,search,desktop,NA,nonbrand,786.5191733517604,5.0146058065807235,3,436.74509765815804,1,2,0,0,1
5/15/23 3:00,social,desktop,NA,seasonal,567.0540091936442,2.3298874020441502,5,183.12539626845393,0,0,1,1,0
5/15/23 4:00,search,desktop,APAC,nonbrand,935.7106762397113,4.833416385392912,5,303.6889826615166,1,1,0,0,1
5/15/23 5:00,email,mobile,EU,seasonal,306.60092177476287,4.619615017903351,6,233.2299204380171,0,1,0,0,1
5/15/23 6:00,email,desktop,NA,nonbrand,282.4081963,3.1189883218175165,8,284.65442005212867,3,1,0,0,1
5/15/23 7:00,display,mobile,APAC,retargeting,459.05145150983896,4.330555420145758,8,255.35577917119605,1,1,0,0,1
5/15/23 8:00,search,mobile,LATAM,brand,991.4755038307095,3.4889477485240707,2,259.0848305,3,0,0,1,1
5/15/23 9:00,email,desktop,NA,brand,186.89198122820736,4.986202741247721,3,335.1107179842453,1,0,0,0,1
5/15/23 10:00,display,desktop,APAC,nonbrand,465.95745947486324,4.712241048383322,4,345.10042330825473,2,0,0,0,0
5/15/23 11:00,search,desktop,NA,brand,856.3928308206267,5.088872067139588,6,389.78333326296683,1,0,1,0,1
5/15/23 12:00,display,mobile,LATAM,retargeting,582.3097570035477,3.7488203254049948,4,157.19216820037798,1,0,0,0,1
5/15/23 13:00,social,desktop,NA,retargeting,583.4207094361032,4.521373860433438,8,321.9567920207135,1,2,1,0,1
5/15/23 14:00,social,mobile,APAC,brand,510.6275872927482,3.7289868903708467,2,226.70003807717075,0,0,0,0,1
5/15/23 15:00,search,mobile,EU,seasonal,779.1360796,5.2709325405864575,2,320.13591153341724,1,1,0,0,0
5/15/23 16:00,social,desktop,NA,brand,462.8846983328515,5.477323540672476,5,448.5323876865386,1,0,0,0,0
5/15/23 17:00,search,tablet,LATAM,brand,913.1848459835118,4.504432889134719,5,294.71724983686573,2,0,0,0,1
5/15/23 18:00,search,desktop,APAC,nonbrand,813.2147968562101,4.070721845860506,4,312.0559609333723,0,1,0,0,0
5/15/23 19:00,search,desktop,APAC,nonbrand,786.7575689,4.589334516905084,6,286.1613672657347,1,0,0,0,1
5/15/23 20:00,direct,desktop,EU,retargeting,295.7327796710082,5.545119631493607,3,382.51609043156384,1,1,0,0,1
5/15/23 21:00,search,mobile,EU,seasonal,1057.0734153067062,3.4839311431952433,6,226.84390357918335,1,1,0,1,1
5/15/23 22:00,social,desktop,EU,nonbrand,486.0998791693752,5.676096517409491,6,335.11428214488285,2,0,0,0,1
5/15/23 23:00,social,tablet,APAC,retargeting,719.0961126289659,3.852301846,7,242.32839474627298,3,2,0,0,1
5/16/23 0:00,affiliate,mobile,NA,nonbrand,252.0672124774052,5.3201555415453585,2,404.4724444,0,1,0,0,0
5/16/23 1:00,display,desktop,NA,nonbrand,508.4511451398927,3.690192870089076,3,275.9220447,0,1,0,0,1
5/16/23 2:00,affiliate,desktop,EU,nonbrand,445.6646104415415,4.513679116268643,6,238.2385476919359,3,2,0,0,1
5/16/23 3:00,search,desktop,APAC,nonbrand,1041.5365331289759,5.419751700553783,6,484.24119774011695,1,0,0,0,1
5/16/23 4:00,search,desktop,EU,nonbrand,730.9731710416003,6.031597787598217,7,419.73694382422866,0,0,0,0,1
5/16/23 5:00,display,desktop,EU,brand,243.3857361357206,4.116723842193062,3,271.51877750839685,1,0,0,1,1
5/16/23 6:00,social,mobile,APAC,retargeting,471.9364943504448,3.458462133199473,5,246.50950469256924,3,0,0,0,0
5/16/23 7:00,email,desktop,EU,retargeting,470.37257692143726,4.4344882102151395,7,377.36735578772925,2,0,0,0,0
5/16/23 8:00,affiliate,mobile,NA,nonbrand,340.8386193540881,2.441328037784884,1,65.24556543053609,1,1,0,1,0
5/16/23 9:00,social,tablet,NA,nonbrand,676.8090029789371,2.71032035,5,139.84539242296418,3,2,0,1,1
